Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Westmoreland and Fayette Counties WDA,000022,15,42,4215000022,PA,2019,03,02,"February, 2019",1,237600,226200,11400,4.80,,,20190302,03201902,202,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",010900,31,42,4231010900,PA,2019,03,02,"February, 2019",1,441600,422300,19300,4.40,,,20190302,03201902,203,No,0
"Altoona, PA MSA",011020,31,42,4231011020,PA,2019,03,02,"February, 2019",1,59300,56900,2500,4.10,,,20190302,03201902,204,No,0
"Bloomsburg-Berwick, PA MSA",014100,31,42,4231014100,PA,2019,03,02,"February, 2019",1,42500,40600,1900,4.40,,,20190302,03201902,205,No,0
"Chambersburg-Waynesboro, PA MSA",016540,31,42,4231016540,PA,2019,03,02,"February, 2019",1,77400,74500,2800,3.70,,,20190302,03201902,206,No,0
"East Stroudsburg, PA MSA",020700,31,42,4231020700,PA,2019,03,02,"February, 2019",1,83100,78800,4400,5.30,,,20190302,03201902,207,No,0
"Erie, PA MSA",021500,31,42,4231021500,PA,2019,03,02,"February, 2019",1,129300,123500,5800,4.50,,,20190302,03201902,208,No,0
"Gettysburg, PA MSA",023900,31,42,4231023900,PA,2019,03,02,"February, 2019",1,55200,53400,1800,3.20,,,20190302,03201902,209,No,0
"Harrisburg-Carlisle, PA MSA",025420,31,42,4231025420,PA,2019,03,02,"February, 2019",1,300400,289600,10800,3.60,,,20190302,03201902,210,No,0
"Johnstown, PA MSA",027780,31,42,4231027780,PA,2019,03,02,"February, 2019",1,58000,55000,2900,5.10,,,20190302,03201902,211,No,0
"Lancaster, PA MSA",029540,31,42,4231029540,PA,2019,03,02,"February, 2019",1,283800,274200,9600,3.40,,,20190302,03201902,212,No,0
"Lebanon, PA MSA",030140,31,42,4231030140,PA,2019,03,02,"February, 2019",1,71800,69000,2800,3.80,,,20190302,03201902,213,No,0
"Montgomery-Bucks-Chester, PA Metro Division",033874,31,42,4231033874,PA,2019,03,02,"February, 2019",1,1084800,1046900,37900,3.50,,,20190302,03201902,214,No,0
"Philadelphia, PA Metro Division",037964,31,42,4231037964,PA,2019,03,02,"February, 2019",1,1017700,966100,51600,5.10,,,20190302,03201902,215,No,0
"Philadelphia, PA MSA - PA Part",037965,31,42,4231037965,PA,2019,03,02,"February, 2019",1,2102900,2015200,87700,4.20,,,20190302,03201902,216,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",037980,31,42,4231037980,PA,2019,03,02,"February, 2019",1,3116200,2990100,126200,4.00,,,20190302,03201902,217,No,0
"Pittsburgh, PA MSA",038300,31,42,4231038300,PA,2019,03,02,"February, 2019",1,1210300,1158900,51400,4.20,,,20190302,03201902,218,No,0
"Reading, PA MSA",039740,31,42,4231039740,PA,2019,03,02,"February, 2019",1,214800,205800,9000,4.20,,,20190302,03201902,219,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",042540,31,42,4231042540,PA,2019,03,02,"February, 2019",1,276200,261700,14500,5.20,,,20190302,03201902,220,No,0
"State College, PA MSA",044300,31,42,4231044300,PA,2019,03,02,"February, 2019",1,80200,77600,2600,3.30,,,20190302,03201902,221,No,0
"Williamsport, PA MSA",048700,31,42,4231048700,PA,2019,03,02,"February, 2019",1,57100,54300,2700,4.80,,,20190302,03201902,222,No,0
"York-Hanover, PA MSA",049620,31,42,4231049620,PA,2019,03,02,"February, 2019",1,235600,226700,9000,3.80,,,20190302,03201902,223,No,0
United States,000000,00,00,0000000000,US,2019,03,03,"March, 2019",1,163010000,156809000,6201000,3.80,63.1,60.7,20190303,03201903,224,No,0
Pennsylvania,000000,01,42,4201000000,PA,2019,03,03,"March, 2019",1,6472000,6194000,278000,4.30,63.0,60.3,20190303,03201903,225,No,0
Adams County,000001,04,42,4204000001,PA,2019,03,03,"March, 2019",1,55200,53400,1800,3.20,,,20190303,03201903,226,No,0
Allegheny County,000003,04,42,4204000003,PA,2019,03,03,"March, 2019",1,648900,622200,26800,4.10,,,20190303,03201903,227,No,0
Armstrong County,000005,04,42,4204000005,PA,2019,03,03,"March, 2019",1,32000,30400,1500,4.80,,,20190303,03201903,228,No,0
Beaver County,000007,04,42,4204000007,PA,2019,03,03,"March, 2019",1,83800,80100,3700,4.40,,,20190303,03201903,229,No,0
Bedford County,000009,04,42,4204000009,PA,2019,03,03,"March, 2019",1,23400,22300,1100,4.60,,,20190303,03201903,230,No,0
Berks County,000011,04,42,4204000011,PA,2019,03,03,"March, 2019",1,215000,205900,9100,4.20,,,20190303,03201903,231,No,0
Blair County,000013,04,42,4204000013,PA,2019,03,03,"March, 2019",1,59300,56900,2500,4.20,,,20190303,03201903,232,No,0
Bradford County,000015,04,42,4204000015,PA,2019,03,03,"March, 2019",1,28700,27500,1200,4.30,,,20190303,03201903,233,No,0
Bucks County,000017,04,42,4204000017,PA,2019,03,03,"March, 2019",1,343500,330200,13200,3.90,,,20190303,03201903,234,No,0
Butler County,000019,04,42,4204000019,PA,2019,03,03,"March, 2019",1,99800,96000,3800,3.80,,,20190303,03201903,235,No,0
Cambria County,000021,04,42,4204000021,PA,2019,03,03,"March, 2019",1,58000,55000,3000,5.10,,,20190303,03201903,236,No,0
Cameron County,000023,04,42,4204000023,PA,2019,03,03,"March, 2019",1,2100,2000,100,5.70,,,20190303,03201903,237,No,0
Carbon County,000025,04,42,4204000025,PA,2019,03,03,"March, 2019",1,32200,30400,1800,5.50,,,20190303,03201903,238,No,0
Centre County,000027,04,42,4204000027,PA,2019,03,03,"March, 2019",1,80100,77400,2600,3.30,,,20190303,03201903,239,No,0
Chester County,000029,04,42,4204000029,PA,2019,03,03,"March, 2019",1,285200,276100,9100,3.20,,,20190303,03201903,240,No,0
Clarion County,000031,04,42,4204000031,PA,2019,03,03,"March, 2019",1,17000,16200,800,4.90,,,20190303,03201903,241,No,0
Clearfield County,000033,04,42,4204000033,PA,2019,03,03,"March, 2019",1,35900,34100,1800,5.00,,,20190303,03201903,242,No,0
Clinton County,000035,04,42,4204000035,PA,2019,03,03,"March, 2019",1,18300,17400,1000,5.30,,,20190303,03201903,243,No,0
Columbia County,000037,04,42,4204000037,PA,2019,03,03,"March, 2019",1,33400,31900,1500,4.60,,,20190303,03201903,244,No,0
Crawford County,000039,04,42,4204000039,PA,2019,03,03,"March, 2019",1,38500,36700,1800,4.70,,,20190303,03201903,245,No,0
Cumberland County,000041,04,42,4204000041,PA,2019,03,03,"March, 2019",1,132100,127700,4400,3.30,,,20190303,03201903,246,No,0
Dauphin County,000043,04,42,4204000043,PA,2019,03,03,"March, 2019",1,143900,138300,5700,3.90,,,20190303,03201903,247,No,0
Delaware County,000045,04,42,4204000045,PA,2019,03,03,"March, 2019",1,299000,286900,12100,4.00,,,20190303,03201903,248,No,0
Elk County,000047,04,42,4204000047,PA,2019,03,03,"March, 2019",1,15700,15100,700,4.20,,,20190303,03201903,249,No,0
Erie County,000049,04,42,4204000049,PA,2019,03,03,"March, 2019",1,129000,123300,5700,4.40,,,20190303,03201903,250,No,0
Fayette County,000051,04,42,4204000051,PA,2019,03,03,"March, 2019",1,56700,53400,3300,5.80,,,20190303,03201903,251,No,0
Forest County,000053,04,42,4204000053,PA,2019,03,03,"March, 2019",1,1800,1700,100,6.80,,,20190303,03201903,252,No,0
Franklin County,000055,04,42,4204000055,PA,2019,03,03,"March, 2019",1,77300,74400,2900,3.70,,,20190303,03201903,253,No,0
Fulton County,000057,04,42,4204000057,PA,2019,03,03,"March, 2019",1,7700,7400,300,4.30,,,20190303,03201903,254,No,0
Greene County,000059,04,42,4204000059,PA,2019,03,03,"March, 2019",1,16700,15800,800,4.90,,,20190303,03201903,255,No,0
Huntingdon County,000061,04,42,4204000061,PA,2019,03,03,"March, 2019",1,19900,18800,1200,5.80,,,20190303,03201903,256,No,0
Indiana County,000063,04,42,4204000063,PA,2019,03,03,"March, 2019",1,39000,37100,1900,4.80,,,20190303,03201903,257,No,0
Jefferson County,000065,04,42,4204000065,PA,2019,03,03,"March, 2019",1,20500,19600,900,4.50,,,20190303,03201903,258,No,0
Juniata County,000067,04,42,4204000067,PA,2019,03,03,"March, 2019",1,12400,11900,500,4.40,,,20190303,03201903,259,No,0
Lackawanna County,000069,04,42,4204000069,PA,2019,03,03,"March, 2019",1,104900,99800,5100,4.90,,,20190303,03201903,260,No,0
Lancaster County,000071,04,42,4204000071,PA,2019,03,03,"March, 2019",1,283500,273900,9600,3.40,,,20190303,03201903,261,No,0
Lawrence County,000073,04,42,4204000073,PA,2019,03,03,"March, 2019",1,40800,38700,2100,5.10,,,20190303,03201903,262,No,0
Lebanon County,000075,04,42,4204000075,PA,2019,03,03,"March, 2019",1,71900,69100,2700,3.80,,,20190303,03201903,263,No,0
Lehigh County,000077,04,42,4204000077,PA,2019,03,03,"March, 2019",1,193200,184300,8900,4.60,,,20190303,03201903,264,No,0
Luzerne County,000079,04,42,4204000079,PA,2019,03,03,"March, 2019",1,157800,148900,8900,5.60,,,20190303,03201903,265,No,0
Lycoming County,000081,04,42,4204000081,PA,2019,03,03,"March, 2019",1,56900,54200,2700,4.80,,,20190303,03201903,266,No,0
McKean County,000083,04,42,4204000083,PA,2019,03,03,"March, 2019",1,17300,16400,900,5.00,,,20190303,03201903,267,No,0
Mercer County,000085,04,42,4204000085,PA,2019,03,03,"March, 2019",1,49100,46800,2300,4.70,,,20190303,03201903,268,No,0
Mifflin County,000087,04,42,4204000087,PA,2019,03,03,"March, 2019",1,20900,19900,1000,4.60,,,20190303,03201903,269,No,0
Monroe County,000089,04,42,4204000089,PA,2019,03,03,"March, 2019",1,83200,78800,4400,5.30,,,20190303,03201903,270,No,0
Montgomery County,000091,04,42,4204000091,PA,2019,03,03,"March, 2019",1,455900,439700,16200,3.50,,,20190303,03201903,271,No,0
Montour County,000093,04,42,4204000093,PA,2019,03,03,"March, 2019",1,9200,8800,300,3.60,,,20190303,03201903,272,No,0
Northampton County,000095,04,42,4204000095,PA,2019,03,03,"March, 2019",1,161400,154200,7200,4.50,,,20190303,03201903,273,No,0
Northumberland County,000097,04,42,4204000097,PA,2019,03,03,"March, 2019",1,43200,40800,2400,5.60,,,20190303,03201903,274,No,0
Perry County,000099,04,42,4204000099,PA,2019,03,03,"March, 2019",1,24300,23400,900,3.60,,,20190303,03201903,275,No,0
Philadelphia County,000101,04,42,4204000101,PA,2019,03,03,"March, 2019",1,721700,681300,40400,5.60,,,20190303,03201903,276,No,0
Pike County,000103,04,42,4204000103,PA,2019,03,03,"March, 2019",1,25300,23900,1400,5.50,,,20190303,03201903,277,No,0
Potter County,000105,04,42,4204000105,PA,2019,03,03,"March, 2019",1,7200,6800,400,5.80,,,20190303,03201903,278,No,0
Schuylkill County,000107,04,42,4204000107,PA,2019,03,03,"March, 2019",1,66300,62700,3600,5.40,,,20190303,03201903,279,No,0
Snyder County,000109,04,42,4204000109,PA,2019,03,03,"March, 2019",1,20100,19200,800,4.20,,,20190303,03201903,280,No,0
Somerset County,000111,04,42,4204000111,PA,2019,03,03,"March, 2019",1,33700,31900,1700,5.20,,,20190303,03201903,281,No,0
Sullivan County,000113,04,42,4204000113,PA,2019,03,03,"March, 2019",1,2700,2500,100,4.80,,,20190303,03201903,282,No,0
Susquehanna County,000115,04,42,4204000115,PA,2019,03,03,"March, 2019",1,20400,19500,900,4.30,,,20190303,03201903,283,No,0
Tioga County,000117,04,42,4204000117,PA,2019,03,03,"March, 2019",1,18800,17800,1000,5.30,,,20190303,03201903,284,No,0
Union County,000119,04,42,4204000119,PA,2019,03,03,"March, 2019",1,19800,19100,800,3.90,,,20190303,03201903,285,No,0
Venango County,000121,04,42,4204000121,PA,2019,03,03,"March, 2019",1,22500,21400,1100,4.80,,,20190303,03201903,286,No,0
Warren County,000123,04,42,4204000123,PA,2019,03,03,"March, 2019",1,19000,18200,900,4.60,,,20190303,03201903,287,No,0
Washington County,000125,04,42,4204000125,PA,2019,03,03,"March, 2019",1,107000,102200,4800,4.50,,,20190303,03201903,288,No,0
Wayne County,000127,04,42,4204000127,PA,2019,03,03,"March, 2019",1,22500,21500,1100,4.70,,,20190303,03201903,289,No,0
Westmoreland County,000129,04,42,4204000129,PA,2019,03,03,"March, 2019",1,180700,172600,8100,4.50,,,20190303,03201903,290,No,0
Wyoming County,000131,04,42,4204000131,PA,2019,03,03,"March, 2019",1,13500,12800,600,4.70,,,20190303,03201903,291,No,0
York County,000133,04,42,4204000133,PA,2019,03,03,"March, 2019",1,235200,226300,8900,3.80,,,20190303,03201903,292,No,0
Berks County WDA,000001,15,42,4215000001,PA,2019,03,03,"March, 2019",1,215000,205900,9100,4.20,,,20190303,03201903,293,No,0
Bucks County WDA,000002,15,42,4215000002,PA,2019,03,03,"March, 2019",1,343500,330200,13200,3.90,,,20190303,03201903,294,No,0
Central WDA,000003,15,42,4215000003,PA,2019,03,03,"March, 2019",1,301500,288200,13300,4.40,,,20190303,03201903,295,No,0
Chester County WDA,000004,15,42,4215000004,PA,2019,03,03,"March, 2019",1,285200,276100,9100,3.20,,,20190303,03201903,296,No,0
Delaware County WDA,000005,15,42,4215000005,PA,2019,03,03,"March, 2019",1,299000,286900,12100,4.00,,,20190303,03201903,297,No,0
Lackawanna County WDA,000006,15,42,4215000006,PA,2019,03,03,"March, 2019",1,104900,99800,5100,4.90,,,20190303,03201903,298,No,0
Lancaster County WDA,000007,15,42,4215000007,PA,2019,03,03,"March, 2019",1,283500,273900,9600,3.40,,,20190303,03201903,299,No,0
Lehigh Valley WDA,000008,15,42,4215000008,PA,2019,03,03,"March, 2019",1,354600,338500,16100,4.50,,,20190303,03201903,300,No,0
Luzerne-Schuylkill Counties WDA,000009,15,42,4215000009,PA,2019,03,03,"March, 2019",1,224200,211600,12600,5.60,,,20190303,03201903,301,No,0
Montgomery County WDA,000010,15,42,4215000010,PA,2019,03,03,"March, 2019",1,455900,439700,16200,3.50,,,20190303,03201903,302,No,0
North Central WDA,000011,15,42,4215000011,PA,2019,03,03,"March, 2019",1,82900,78800,4100,5.00,,,20190303,03201903,303,No,0
Northern Tier WDA,000012,15,42,4215000012,PA,2019,03,03,"March, 2019",1,84100,80200,3900,4.60,,,20190303,03201903,304,No,0
Northwest WDA,000013,15,42,4215000013,PA,2019,03,03,"March, 2019",1,227900,217200,10600,4.70,,,20190303,03201903,305,No,0
Philadelphia County WDA,000014,15,42,4215000014,PA,2019,03,03,"March, 2019",1,721700,681300,40400,5.60,,,20190303,03201903,306,No,0
Pocono Counties WDA,000015,15,42,4215000015,PA,2019,03,03,"March, 2019",1,163000,154400,8700,5.30,,,20190303,03201903,307,No,0
South Central WDA,000016,15,42,4215000016,PA,2019,03,03,"March, 2019",1,752500,724500,28000,3.70,,,20190303,03201903,308,No,0
Southern Alleghenies WDA,000017,15,42,4215000017,PA,2019,03,03,"March, 2019",1,202000,192100,9900,4.90,,,20190303,03201903,309,No,0
Southwest Corner WDA,000018,15,42,4215000018,PA,2019,03,03,"March, 2019",1,207400,198100,9300,4.50,,,20190303,03201903,310,No,0
Three Rivers WDA,000019,15,42,4215000019,PA,2019,03,03,"March, 2019",1,648900,622200,26800,4.10,,,20190303,03201903,311,No,0
Tri-County WDA,000020,15,42,4215000020,PA,2019,03,03,"March, 2019",1,170700,163400,7300,4.30,,,20190303,03201903,312,No,0
West Central WDA,000021,15,42,4215000021,PA,2019,03,03,"March, 2019",1,90000,85500,4400,4.90,,,20190303,03201903,313,No,0
Westmoreland and Fayette Counties WDA,000022,15,42,4215000022,PA,2019,03,03,"March, 2019",1,237500,226000,11500,4.80,,,20190303,03201903,314,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",010900,31,42,4231010900,PA,2019,03,03,"March, 2019",1,441900,422600,19300,4.40,,,20190303,03201903,315,No,0
"Altoona, PA MSA",011020,31,42,4231011020,PA,2019,03,03,"March, 2019",1,59300,56900,2500,4.20,,,20190303,03201903,316,No,0
"Bloomsburg-Berwick, PA MSA",014100,31,42,4231014100,PA,2019,03,03,"March, 2019",1,42500,40600,1900,4.40,,,20190303,03201903,317,No,0
"Chambersburg-Waynesboro, PA MSA",016540,31,42,4231016540,PA,2019,03,03,"March, 2019",1,77300,74400,2900,3.70,,,20190303,03201903,318,No,0
"East Stroudsburg, PA MSA",020700,31,42,4231020700,PA,2019,03,03,"March, 2019",1,83200,78800,4400,5.30,,,20190303,03201903,319,No,0
"Erie, PA MSA",021500,31,42,4231021500,PA,2019,03,03,"March, 2019",1,129000,123300,5700,4.40,,,20190303,03201903,320,No,0
"Gettysburg, PA MSA",023900,31,42,4231023900,PA,2019,03,03,"March, 2019",1,55200,53400,1800,3.20,,,20190303,03201903,321,No,0
"Harrisburg-Carlisle, PA MSA",025420,31,42,4231025420,PA,2019,03,03,"March, 2019",1,300200,289300,10800,3.60,,,20190303,03201903,322,No,0
"Johnstown, PA MSA",027780,31,42,4231027780,PA,2019,03,03,"March, 2019",1,58000,55000,3000,5.10,,,20190303,03201903,323,No,0
"Lancaster, PA MSA",029540,31,42,4231029540,PA,2019,03,03,"March, 2019",1,283500,273900,9600,3.40,,,20190303,03201903,324,No,0
"Lebanon, PA MSA",030140,31,42,4231030140,PA,2019,03,03,"March, 2019",1,71900,69100,2700,3.80,,,20190303,03201903,325,No,0
"Montgomery-Bucks-Chester, PA Metro Division",033874,31,42,4231033874,PA,2019,03,03,"March, 2019",1,1084700,1046800,37900,3.50,,,20190303,03201903,326,No,0
"Philadelphia, PA Metro Division",037964,31,42,4231037964,PA,2019,03,03,"March, 2019",1,1018700,966900,51700,5.10,,,20190303,03201903,327,No,0
"Philadelphia, PA MSA - PA Part",037965,31,42,4231037965,PA,2019,03,03,"March, 2019",1,2103800,2014800,89000,4.20,,,20190303,03201903,328,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",037980,31,42,4231037980,PA,2019,03,03,"March, 2019",1,3118300,2992700,125600,4.00,,,20190303,03201903,329,No,0
"Pittsburgh, PA MSA",038300,31,42,4231038300,PA,2019,03,03,"March, 2019",1,1208900,1157500,51400,4.30,,,20190303,03201903,330,No,0
"Reading, PA MSA",039740,31,42,4231039740,PA,2019,03,03,"March, 2019",1,215000,205900,9100,4.20,,,20190303,03201903,331,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",042540,31,42,4231042540,PA,2019,03,03,"March, 2019",1,276200,261700,14500,5.30,,,20190303,03201903,332,No,0
"State College, PA MSA",044300,31,42,4231044300,PA,2019,03,03,"March, 2019",1,80100,77400,2600,3.30,,,20190303,03201903,333,No,0
"Williamsport, PA MSA",048700,31,42,4231048700,PA,2019,03,03,"March, 2019",1,56900,54200,2700,4.80,,,20190303,03201903,334,No,0
"York-Hanover, PA MSA",049620,31,42,4231049620,PA,2019,03,03,"March, 2019",1,235200,226300,8900,3.80,,,20190303,03201903,335,No,0
United States,000000,00,00,0000000000,US,2019,03,04,"April, 2019",1,162737000,156741000,5995000,3.70,62.9,60.6,20190304,03201904,336,No,0
Pennsylvania,000000,01,42,4201000000,PA,2019,03,04,"April, 2019",1,6472000,6195000,277000,4.30,63.0,60.3,20190304,03201904,337,No,0
Adams County,000001,04,42,4204000001,PA,2019,03,04,"April, 2019",1,55200,53500,1800,3.20,,,20190304,03201904,338,No,0
Allegheny County,000003,04,42,4204000003,PA,2019,03,04,"April, 2019",1,647600,621300,26300,4.10,,,20190304,03201904,339,No,0
Armstrong County,000005,04,42,4204000005,PA,2019,03,04,"April, 2019",1,31900,30400,1500,4.80,,,20190304,03201904,340,No,0
Beaver County,000007,04,42,4204000007,PA,2019,03,04,"April, 2019",1,83500,79900,3600,4.30,,,20190304,03201904,341,No,0
Bedford County,000009,04,42,4204000009,PA,2019,03,04,"April, 2019",1,23400,22300,1000,4.50,,,20190304,03201904,342,No,0
Berks County,000011,04,42,4204000011,PA,2019,03,04,"April, 2019",1,215200,206000,9200,4.30,,,20190304,03201904,343,No,0
Blair County,000013,04,42,4204000013,PA,2019,03,04,"April, 2019",1,59400,56900,2600,4.30,,,20190304,03201904,344,No,0
Bradford County,000015,04,42,4204000015,PA,2019,03,04,"April, 2019",1,28600,27400,1200,4.20,,,20190304,03201904,345,No,0
Bucks County,000017,04,42,4204000017,PA,2019,03,04,"April, 2019",1,342200,329400,12900,3.80,,,20190304,03201904,346,No,0
Butler County,000019,04,42,4204000019,PA,2019,03,04,"April, 2019",1,99500,95800,3700,3.70,,,20190304,03201904,347,No,0
Cambria County,000021,04,42,4204000021,PA,2019,03,04,"April, 2019",1,58000,55000,3000,5.20,,,20190304,03201904,348,No,0
Cameron County,000023,04,42,4204000023,PA,2019,03,04,"April, 2019",1,2100,2000,100,5.30,,,20190304,03201904,349,No,0
Carbon County,000025,04,42,4204000025,PA,2019,03,04,"April, 2019",1,32000,30300,1700,5.20,,,20190304,03201904,350,No,0
Centre County,000027,04,42,4204000027,PA,2019,03,04,"April, 2019",1,79900,77200,2600,3.30,,,20190304,03201904,351,No,0
Chester County,000029,04,42,4204000029,PA,2019,03,04,"April, 2019",1,285100,276300,8800,3.10,,,20190304,03201904,352,No,0
Clarion County,000031,04,42,4204000031,PA,2019,03,04,"April, 2019",1,17000,16200,800,4.70,,,20190304,03201904,353,No,0
Clearfield County,000033,04,42,4204000033,PA,2019,03,04,"April, 2019",1,35800,34100,1700,4.80,,,20190304,03201904,354,No,0
Clinton County,000035,04,42,4204000035,PA,2019,03,04,"April, 2019",1,18200,17300,900,5.10,,,20190304,03201904,355,No,0
Columbia County,000037,04,42,4204000037,PA,2019,03,04,"April, 2019",1,33300,31800,1500,4.60,,,20190304,03201904,356,No,0
Crawford County,000039,04,42,4204000039,PA,2019,03,04,"April, 2019",1,38500,36700,1700,4.50,,,20190304,03201904,357,No,0
Cumberland County,000041,04,42,4204000041,PA,2019,03,04,"April, 2019",1,131900,127600,4300,3.20,,,20190304,03201904,358,No,0
Dauphin County,000043,04,42,4204000043,PA,2019,03,04,"April, 2019",1,143700,138100,5600,3.90,,,20190304,03201904,359,No,0
Delaware County,000045,04,42,4204000045,PA,2019,03,04,"April, 2019",1,298000,286200,11700,3.90,,,20190304,03201904,360,No,0
Elk County,000047,04,42,4204000047,PA,2019,03,04,"April, 2019",1,15600,15000,600,4.10,,,20190304,03201904,361,No,0
Erie County,000049,04,42,4204000049,PA,2019,03,04,"April, 2019",1,128800,123100,5700,4.40,,,20190304,03201904,362,No,0
Fayette County,000051,04,42,4204000051,PA,2019,03,04,"April, 2019",1,56600,53400,3300,5.80,,,20190304,03201904,363,No,0
Forest County,000053,04,42,4204000053,PA,2019,03,04,"April, 2019",1,1800,1700,100,6.40,,,20190304,03201904,364,No,0
Franklin County,000055,04,42,4204000055,PA,2019,03,04,"April, 2019",1,77300,74400,2900,3.70,,,20190304,03201904,365,No,0
Fulton County,000057,04,42,4204000057,PA,2019,03,04,"April, 2019",1,7800,7400,300,4.20,,,20190304,03201904,366,No,0
Greene County,000059,04,42,4204000059,PA,2019,03,04,"April, 2019",1,16600,15800,800,5.00,,,20190304,03201904,367,No,0
Huntingdon County,000061,04,42,4204000061,PA,2019,03,04,"April, 2019",1,19800,18700,1100,5.50,,,20190304,03201904,368,No,0
Indiana County,000063,04,42,4204000063,PA,2019,03,04,"April, 2019",1,38800,37000,1900,4.80,,,20190304,03201904,369,No,0
Jefferson County,000065,04,42,4204000065,PA,2019,03,04,"April, 2019",1,20400,19500,900,4.50,,,20190304,03201904,370,No,0
Juniata County,000067,04,42,4204000067,PA,2019,03,04,"April, 2019",1,12400,11900,500,4.20,,,20190304,03201904,371,No,0
Lackawanna County,000069,04,42,4204000069,PA,2019,03,04,"April, 2019",1,104700,99700,5000,4.70,,,20190304,03201904,372,No,0
Lancaster County,000071,04,42,4204000071,PA,2019,03,04,"April, 2019",1,283500,273800,9700,3.40,,,20190304,03201904,373,No,0
Lawrence County,000073,04,42,4204000073,PA,2019,03,04,"April, 2019",1,40600,38700,2000,4.90,,,20190304,03201904,374,No,0
Lebanon County,000075,04,42,4204000075,PA,2019,03,04,"April, 2019",1,72000,69300,2700,3.80,,,20190304,03201904,375,No,0
Lehigh County,000077,04,42,4204000077,PA,2019,03,04,"April, 2019",1,192400,183800,8700,4.50,,,20190304,03201904,376,No,0
Luzerne County,000079,04,42,4204000079,PA,2019,03,04,"April, 2019",1,157400,148900,8600,5.40,,,20190304,03201904,377,No,0
Lycoming County,000081,04,42,4204000081,PA,2019,03,04,"April, 2019",1,56800,54100,2700,4.70,,,20190304,03201904,378,No,0
McKean County,000083,04,42,4204000083,PA,2019,03,04,"April, 2019",1,17300,16500,800,4.70,,,20190304,03201904,379,No,0
Mercer County,000085,04,42,4204000085,PA,2019,03,04,"April, 2019",1,48900,46600,2300,4.60,,,20190304,03201904,380,No,0
Mifflin County,000087,04,42,4204000087,PA,2019,03,04,"April, 2019",1,20900,20000,900,4.40,,,20190304,03201904,381,No,0
Monroe County,000089,04,42,4204000089,PA,2019,03,04,"April, 2019",1,83300,78900,4400,5.30,,,20190304,03201904,382,No,0
Montgomery County,000091,04,42,4204000091,PA,2019,03,04,"April, 2019",1,454500,438800,15700,3.50,,,20190304,03201904,383,No,0
Montour County,000093,04,42,4204000093,PA,2019,03,04,"April, 2019",1,9100,8800,300,3.50,,,20190304,03201904,384,No,0
Northampton County,000095,04,42,4204000095,PA,2019,03,04,"April, 2019",1,160700,153700,7000,4.40,,,20190304,03201904,385,No,0
Northumberland County,000097,04,42,4204000097,PA,2019,03,04,"April, 2019",1,42900,40600,2300,5.40,,,20190304,03201904,386,No,0
Perry County,000099,04,42,4204000099,PA,2019,03,04,"April, 2019",1,24300,23500,900,3.50,,,20190304,03201904,387,No,0
Philadelphia County,000101,04,42,4204000101,PA,2019,03,04,"April, 2019",1,720900,681100,39800,5.50,,,20190304,03201904,388,No,0
Pike County,000103,04,42,4204000103,PA,2019,03,04,"April, 2019",1,25300,23900,1400,5.40,,,20190304,03201904,389,No,0
Potter County,000105,04,42,4204000105,PA,2019,03,04,"April, 2019",1,7200,6800,400,5.40,,,20190304,03201904,390,No,0
Schuylkill County,000107,04,42,4204000107,PA,2019,03,04,"April, 2019",1,66200,62600,3600,5.40,,,20190304,03201904,391,No,0
Snyder County,000109,04,42,4204000109,PA,2019,03,04,"April, 2019",1,20000,19200,800,3.80,,,20190304,03201904,392,No,0
Somerset County,000111,04,42,4204000111,PA,2019,03,04,"April, 2019",1,33400,31800,1600,4.90,,,20190304,03201904,393,No,0
Sullivan County,000113,04,42,4204000113,PA,2019,03,04,"April, 2019",1,2600,2500,100,4.80,,,20190304,03201904,394,No,0
Susquehanna County,000115,04,42,4204000115,PA,2019,03,04,"April, 2019",1,20400,19600,900,4.20,,,20190304,03201904,395,No,0
Tioga County,000117,04,42,4204000117,PA,2019,03,04,"April, 2019",1,18800,17800,900,4.90,,,20190304,03201904,396,No,0
Union County,000119,04,42,4204000119,PA,2019,03,04,"April, 2019",1,19500,18800,700,3.60,,,20190304,03201904,397,No,0
Venango County,000121,04,42,4204000121,PA,2019,03,04,"April, 2019",1,22400,21400,1000,4.50,,,20190304,03201904,398,No,0
Warren County,000123,04,42,4204000123,PA,2019,03,04,"April, 2019",1,18900,18100,800,4.20,,,20190304,03201904,399,No,0
Washington County,000125,04,42,4204000125,PA,2019,03,04,"April, 2019",1,106800,102100,4700,4.40,,,20190304,03201904,400,No,0
Wayne County,000127,04,42,4204000127,PA,2019,03,04,"April, 2019",1,22400,21300,1000,4.60,,,20190304,03201904,401,No,0
Westmoreland County,000129,04,42,4204000129,PA,2019,03,04,"April, 2019",1,180200,172300,7900,4.40,,,20190304,03201904,402,No,0
