Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
"Altoona, PA MSA",11020,31,42,4231011020,PA,2018,3,2,"February, 2018",1,59500,56900,2500,4.3,,,20180302,3201802,204,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2018,3,2,"February, 2018",1,42400,40400,2000,4.8,,,20180302,3201802,205,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2018,3,2,"February, 2018",1,76200,73200,3100,4.1,,,20180302,3201802,206,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2018,3,2,"February, 2018",1,81900,77200,4700,5.8,,,20180302,3201802,207,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2018,3,2,"February, 2018",1,129300,122600,6800,5.2,,,20180302,3201802,208,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2018,3,2,"February, 2018",1,54900,53000,1900,3.5,,,20180302,3201802,209,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2018,3,2,"February, 2018",1,295700,284000,11800,4,,,20180302,3201802,210,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2018,3,2,"February, 2018",1,58400,55200,3200,5.4,,,20180302,3201802,211,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2018,3,2,"February, 2018",1,279400,269200,10100,3.6,,,20180302,3201802,212,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2018,3,2,"February, 2018",1,70700,67800,2900,4.1,,,20180302,3201802,213,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2018,3,2,"February, 2018",1,1066000,1026200,39800,3.7,,,20180302,3201802,214,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2018,3,2,"February, 2018",1,1000300,944600,55700,5.6,,,20180302,3201802,215,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2018,3,2,"February, 2018",1,2068500,1972400,96200,4.6,,,20180302,3201802,216,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2018,3,2,"February, 2018",1,3076200,2936900,139300,4.5,,,20180302,3201802,217,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2018,3,2,"February, 2018",1,1201900,1145900,56000,4.7,,,20180302,3201802,218,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2018,3,2,"February, 2018",1,211600,202400,9300,4.4,,,20180302,3201802,219,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2018,3,2,"February, 2018",1,277200,262600,14600,5.3,,,20180302,3201802,220,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2018,3,2,"February, 2018",1,79400,76600,2800,3.5,,,20180302,3201802,221,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2018,3,2,"February, 2018",1,57700,54600,3000,5.3,,,20180302,3201802,222,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2018,3,2,"February, 2018",1,234000,224200,9800,4.2,,,20180302,3201802,223,No,0
United States,0,0,0,0,US,2018,3,3,"March, 2018",1,161765000,155266000,6499000,4,62.9,60.4,20180303,3201803,224,No,0
Pennsylvania,0,1,42,4201000000,PA,2018,3,3,"March, 2018",1,6410000,6117000,293000,4.6,62.5,59.6,20180303,3201803,225,No,0
Adams County,1,4,42,4204000001,PA,2018,3,3,"March, 2018",1,55000,53100,1900,3.4,,,20180303,3201803,226,No,0
Allegheny County,3,4,42,4204000003,PA,2018,3,3,"March, 2018",1,643000,615900,27100,4.2,,,20180303,3201803,227,No,0
Armstrong County,5,4,42,4204000005,PA,2018,3,3,"March, 2018",1,32000,30300,1700,5.4,,,20180303,3201803,228,No,0
Beaver County,7,4,42,4204000007,PA,2018,3,3,"March, 2018",1,83600,79500,4100,4.9,,,20180303,3201803,229,No,0
Bedford County,9,4,42,4204000009,PA,2018,3,3,"March, 2018",1,23600,22500,1100,4.7,,,20180303,3201803,230,No,0
Berks County,11,4,42,4204000011,PA,2018,3,3,"March, 2018",1,211900,202700,9200,4.3,,,20180303,3201803,231,No,0
Blair County,13,4,42,4204000013,PA,2018,3,3,"March, 2018",1,59500,56900,2600,4.3,,,20180303,3201803,232,No,0
Bradford County,15,4,42,4204000015,PA,2018,3,3,"March, 2018",1,28700,27500,1300,4.4,,,20180303,3201803,233,No,0
Bucks County,17,4,42,4204000017,PA,2018,3,3,"March, 2018",1,338300,324800,13400,4,,,20180303,3201803,234,No,0
Butler County,19,4,42,4204000019,PA,2018,3,3,"March, 2018",1,98900,94800,4000,4.1,,,20180303,3201803,235,No,0
Cambria County,21,4,42,4204000021,PA,2018,3,3,"March, 2018",1,58400,55200,3100,5.4,,,20180303,3201803,236,No,0
Cameron County,23,4,42,4204000023,PA,2018,3,3,"March, 2018",1,2200,2000,100,5.1,,,20180303,3201803,237,No,0
Carbon County,25,4,42,4204000025,PA,2018,3,3,"March, 2018",1,31500,29900,1600,5.2,,,20180303,3201803,238,No,0
Centre County,27,4,42,4204000027,PA,2018,3,3,"March, 2018",1,79300,76600,2700,3.4,,,20180303,3201803,239,No,0
Chester County,29,4,42,4204000029,PA,2018,3,3,"March, 2018",1,279900,270500,9400,3.4,,,20180303,3201803,240,No,0
Clarion County,31,4,42,4204000031,PA,2018,3,3,"March, 2018",1,17600,16800,800,4.5,,,20180303,3201803,241,No,0
Clearfield County,33,4,42,4204000033,PA,2018,3,3,"March, 2018",1,35400,33700,1800,5,,,20180303,3201803,242,No,0
Clinton County,35,4,42,4204000035,PA,2018,3,3,"March, 2018",1,18300,17300,1000,5.5,,,20180303,3201803,243,No,0
Columbia County,37,4,42,4204000037,PA,2018,3,3,"March, 2018",1,33400,31800,1700,5,,,20180303,3201803,244,No,0
Crawford County,39,4,42,4204000039,PA,2018,3,3,"March, 2018",1,38800,36800,2000,5.1,,,20180303,3201803,245,No,0
Cumberland County,41,4,42,4204000041,PA,2018,3,3,"March, 2018",1,129800,125200,4600,3.5,,,20180303,3201803,246,No,0
Dauphin County,43,4,42,4204000043,PA,2018,3,3,"March, 2018",1,141900,136000,5900,4.1,,,20180303,3201803,247,No,0
Delaware County,45,4,42,4204000045,PA,2018,3,3,"March, 2018",1,294500,282000,12600,4.3,,,20180303,3201803,248,No,0
Elk County,47,4,42,4204000047,PA,2018,3,3,"March, 2018",1,15800,15200,600,3.9,,,20180303,3201803,249,No,0
Erie County,49,4,42,4204000049,PA,2018,3,3,"March, 2018",1,129200,122600,6600,5.1,,,20180303,3201803,250,No,0
Fayette County,51,4,42,4204000051,PA,2018,3,3,"March, 2018",1,56800,53300,3500,6.2,,,20180303,3201803,251,No,0
Forest County,53,4,42,4204000053,PA,2018,3,3,"March, 2018",1,1800,1700,100,6.4,,,20180303,3201803,252,No,0
Franklin County,55,4,42,4204000055,PA,2018,3,3,"March, 2018",1,76400,73300,3100,4,,,20180303,3201803,253,No,0
Fulton County,57,4,42,4204000057,PA,2018,3,3,"March, 2018",1,7800,7500,300,3.9,,,20180303,3201803,254,No,0
Greene County,59,4,42,4204000059,PA,2018,3,3,"March, 2018",1,16600,15800,900,5.2,,,20180303,3201803,255,No,0
Huntingdon County,61,4,42,4204000061,PA,2018,3,3,"March, 2018",1,19700,18700,1100,5.4,,,20180303,3201803,256,No,0
Indiana County,63,4,42,4204000063,PA,2018,3,3,"March, 2018",1,38600,36600,2000,5.3,,,20180303,3201803,257,No,0
Jefferson County,65,4,42,4204000065,PA,2018,3,3,"March, 2018",1,20400,19400,1000,4.7,,,20180303,3201803,258,No,0
Juniata County,67,4,42,4204000067,PA,2018,3,3,"March, 2018",1,12400,11900,500,4.2,,,20180303,3201803,259,No,0
Lackawanna County,69,4,42,4204000069,PA,2018,3,3,"March, 2018",1,105300,100400,4900,4.7,,,20180303,3201803,260,No,0
Lancaster County,71,4,42,4204000071,PA,2018,3,3,"March, 2018",1,280200,270100,10000,3.6,,,20180303,3201803,261,No,0
Lawrence County,73,4,42,4204000073,PA,2018,3,3,"March, 2018",1,40600,38400,2200,5.4,,,20180303,3201803,262,No,0
Lebanon County,75,4,42,4204000075,PA,2018,3,3,"March, 2018",1,70800,68000,2800,4,,,20180303,3201803,263,No,0
Lehigh County,77,4,42,4204000077,PA,2018,3,3,"March, 2018",1,189500,180400,9100,4.8,,,20180303,3201803,264,No,0
Luzerne County,79,4,42,4204000079,PA,2018,3,3,"March, 2018",1,157900,149100,8700,5.5,,,20180303,3201803,265,No,0
Lycoming County,81,4,42,4204000081,PA,2018,3,3,"March, 2018",1,57600,54600,3000,5.1,,,20180303,3201803,266,No,0
McKean County,83,4,42,4204000083,PA,2018,3,3,"March, 2018",1,17900,17000,900,5,,,20180303,3201803,267,No,0
Mercer County,85,4,42,4204000085,PA,2018,3,3,"March, 2018",1,50100,47600,2500,5,,,20180303,3201803,268,No,0
Mifflin County,87,4,42,4204000087,PA,2018,3,3,"March, 2018",1,20600,19600,1000,4.9,,,20180303,3201803,269,No,0
Monroe County,89,4,42,4204000089,PA,2018,3,3,"March, 2018",1,82000,77400,4700,5.7,,,20180303,3201803,270,No,0
Montgomery County,91,4,42,4204000091,PA,2018,3,3,"March, 2018",1,447200,431100,16100,3.6,,,20180303,3201803,271,No,0
Montour County,93,4,42,4204000093,PA,2018,3,3,"March, 2018",1,9100,8700,300,3.6,,,20180303,3201803,272,No,0
Northampton County,95,4,42,4204000095,PA,2018,3,3,"March, 2018",1,158600,151200,7400,4.6,,,20180303,3201803,273,No,0
Northumberland County,97,4,42,4204000097,PA,2018,3,3,"March, 2018",1,43000,40700,2300,5.4,,,20180303,3201803,274,No,0
Perry County,99,4,42,4204000099,PA,2018,3,3,"March, 2018",1,24000,23100,900,3.7,,,20180303,3201803,275,No,0
Philadelphia County,101,4,42,4204000101,PA,2018,3,3,"March, 2018",1,706100,663500,42500,6,,,20180303,3201803,276,No,0
Pike County,103,4,42,4204000103,PA,2018,3,3,"March, 2018",1,25000,23600,1400,5.7,,,20180303,3201803,277,No,0
Potter County,105,4,42,4204000105,PA,2018,3,3,"March, 2018",1,7100,6800,400,5.3,,,20180303,3201803,278,No,0
Schuylkill County,107,4,42,4204000107,PA,2018,3,3,"March, 2018",1,65800,62400,3500,5.3,,,20180303,3201803,279,No,0
Snyder County,109,4,42,4204000109,PA,2018,3,3,"March, 2018",1,20300,19500,800,4,,,20180303,3201803,280,No,0
Somerset County,111,4,42,4204000111,PA,2018,3,3,"March, 2018",1,33200,31400,1800,5.3,,,20180303,3201803,281,No,0
Sullivan County,113,4,42,4204000113,PA,2018,3,3,"March, 2018",1,2700,2500,100,5,,,20180303,3201803,282,No,0
Susquehanna County,115,4,42,4204000115,PA,2018,3,3,"March, 2018",1,20300,19600,800,3.8,,,20180303,3201803,283,No,0
Tioga County,117,4,42,4204000117,PA,2018,3,3,"March, 2018",1,18700,17700,900,5.1,,,20180303,3201803,284,No,0
Union County,119,4,42,4204000119,PA,2018,3,3,"March, 2018",1,19400,18700,700,3.8,,,20180303,3201803,285,No,0
Venango County,121,4,42,4204000121,PA,2018,3,3,"March, 2018",1,22500,21300,1200,5.2,,,20180303,3201803,286,No,0
Warren County,123,4,42,4204000123,PA,2018,3,3,"March, 2018",1,19000,18100,900,4.7,,,20180303,3201803,287,No,0
Washington County,125,4,42,4204000125,PA,2018,3,3,"March, 2018",1,106100,101200,4900,4.7,,,20180303,3201803,288,No,0
Wayne County,127,4,42,4204000127,PA,2018,3,3,"March, 2018",1,22300,21200,1100,4.9,,,20180303,3201803,289,No,0
Westmoreland County,129,4,42,4204000129,PA,2018,3,3,"March, 2018",1,179500,171300,8200,4.6,,,20180303,3201803,290,No,0
Wyoming County,131,4,42,4204000131,PA,2018,3,3,"March, 2018",1,13600,13000,600,4.5,,,20180303,3201803,291,No,0
York County,133,4,42,4204000133,PA,2018,3,3,"March, 2018",1,234000,224400,9600,4.1,,,20180303,3201803,292,No,0
Berks County WDA,1,15,42,4215000001,PA,2018,3,3,"March, 2018",1,211900,202700,9200,4.3,,,20180303,3201803,293,No,0
Bucks County WDA,2,15,42,4215000002,PA,2018,3,3,"March, 2018",1,338300,324800,13400,4,,,20180303,3201803,294,No,0
Central WDA,3,15,42,4215000003,PA,2018,3,3,"March, 2018",1,300800,287300,13500,4.5,,,20180303,3201803,295,No,0
Chester County WDA,4,15,42,4215000004,PA,2018,3,3,"March, 2018",1,279900,270500,9400,3.4,,,20180303,3201803,296,No,0
Delaware County WDA,5,15,42,4215000005,PA,2018,3,3,"March, 2018",1,294500,282000,12600,4.3,,,20180303,3201803,297,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2018,3,3,"March, 2018",1,105300,100400,4900,4.7,,,20180303,3201803,298,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2018,3,3,"March, 2018",1,280200,270100,10000,3.6,,,20180303,3201803,299,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2018,3,3,"March, 2018",1,348100,331600,16500,4.7,,,20180303,3201803,300,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2018,3,3,"March, 2018",1,223800,211500,12300,5.5,,,20180303,3201803,301,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2018,3,3,"March, 2018",1,447200,431100,16100,3.6,,,20180303,3201803,302,No,0
North Central WDA,11,15,42,4215000011,PA,2018,3,3,"March, 2018",1,83000,78900,4100,4.9,,,20180303,3201803,303,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2018,3,3,"March, 2018",1,84000,80300,3700,4.5,,,20180303,3201803,304,No,0
Northwest WDA,13,15,42,4215000013,PA,2018,3,3,"March, 2018",1,228700,217100,11500,5,,,20180303,3201803,305,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2018,3,3,"March, 2018",1,706100,663500,42500,6,,,20180303,3201803,306,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2018,3,3,"March, 2018",1,160600,151700,8900,5.5,,,20180303,3201803,307,No,0
South Central WDA,16,15,42,4215000016,PA,2018,3,3,"March, 2018",1,743400,714800,28700,3.9,,,20180303,3201803,308,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2018,3,3,"March, 2018",1,201900,192000,9900,4.9,,,20180303,3201803,309,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2018,3,3,"March, 2018",1,206400,196400,9900,4.8,,,20180303,3201803,310,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2018,3,3,"March, 2018",1,643000,615900,27100,4.2,,,20180303,3201803,311,No,0
Tri-County WDA,20,15,42,4215000020,PA,2018,3,3,"March, 2018",1,169500,161700,7800,4.6,,,20180303,3201803,312,No,0
West Central WDA,21,15,42,4215000021,PA,2018,3,3,"March, 2018",1,90700,86000,4700,5.2,,,20180303,3201803,313,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2018,3,3,"March, 2018",1,236300,224600,11800,5,,,20180303,3201803,314,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2018,3,3,"March, 2018",1,436100,415600,20500,4.7,,,20180303,3201803,315,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2018,3,3,"March, 2018",1,59500,56900,2600,4.3,,,20180303,3201803,316,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2018,3,3,"March, 2018",1,42500,40500,2000,4.7,,,20180303,3201803,317,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2018,3,3,"March, 2018",1,76400,73300,3100,4,,,20180303,3201803,318,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2018,3,3,"March, 2018",1,82000,77400,4700,5.7,,,20180303,3201803,319,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2018,3,3,"March, 2018",1,129200,122600,6600,5.1,,,20180303,3201803,320,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2018,3,3,"March, 2018",1,55000,53100,1900,3.4,,,20180303,3201803,321,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2018,3,3,"March, 2018",1,295900,284300,11600,3.9,,,20180303,3201803,322,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2018,3,3,"March, 2018",1,58400,55200,3100,5.4,,,20180303,3201803,323,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2018,3,3,"March, 2018",1,280200,270100,10000,3.6,,,20180303,3201803,324,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2018,3,3,"March, 2018",1,70800,68000,2800,4,,,20180303,3201803,325,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2018,3,3,"March, 2018",1,1067500,1028200,39300,3.7,,,20180303,3201803,326,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2018,3,3,"March, 2018",1,1001800,946800,55000,5.5,,,20180303,3201803,327,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2018,3,3,"March, 2018",1,2065000,1972300,92600,4.5,,,20180303,3201803,328,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2018,3,3,"March, 2018",1,3078600,2941400,137200,4.5,,,20180303,3201803,329,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2018,3,3,"March, 2018",1,1201700,1146900,54800,4.6,,,20180303,3201803,330,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2018,3,3,"March, 2018",1,211900,202700,9200,4.3,,,20180303,3201803,331,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2018,3,3,"March, 2018",1,277500,263000,14500,5.2,,,20180303,3201803,332,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2018,3,3,"March, 2018",1,79300,76600,2700,3.4,,,20180303,3201803,333,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2018,3,3,"March, 2018",1,57600,54600,3000,5.1,,,20180303,3201803,334,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2018,3,3,"March, 2018",1,234000,224400,9600,4.1,,,20180303,3201803,335,No,0
United States,0,0,0,0,US,2018,3,4,"April, 2018",1,161914000,155363000,6551000,4,62.9,60.4,20180304,3201804,336,No,0
Pennsylvania,0,1,42,4201000000,PA,2018,3,4,"April, 2018",1,6418000,6130000,287000,4.5,62.5,59.7,20180304,3201804,337,No,0
Adams County,1,4,42,4204000001,PA,2018,3,4,"April, 2018",1,55000,53200,1800,3.3,,,20180304,3201804,338,No,0
Allegheny County,3,4,42,4204000003,PA,2018,3,4,"April, 2018",1,644500,616800,27700,4.3,,,20180304,3201804,339,No,0
Armstrong County,5,4,42,4204000005,PA,2018,3,4,"April, 2018",1,32100,30400,1700,5.4,,,20180304,3201804,340,No,0
Beaver County,7,4,42,4204000007,PA,2018,3,4,"April, 2018",1,83700,79600,4200,5,,,20180304,3201804,341,No,0
Bedford County,9,4,42,4204000009,PA,2018,3,4,"April, 2018",1,23500,22300,1100,4.9,,,20180304,3201804,342,No,0
Berks County,11,4,42,4204000011,PA,2018,3,4,"April, 2018",1,212300,203100,9100,4.3,,,20180304,3201804,343,No,0
Blair County,13,4,42,4204000013,PA,2018,3,4,"April, 2018",1,59500,56900,2600,4.4,,,20180304,3201804,344,No,0
Bradford County,15,4,42,4204000015,PA,2018,3,4,"April, 2018",1,28800,27500,1300,4.6,,,20180304,3201804,345,No,0
Bucks County,17,4,42,4204000017,PA,2018,3,4,"April, 2018",1,339400,325900,13500,4,,,20180304,3201804,346,No,0
Butler County,19,4,42,4204000019,PA,2018,3,4,"April, 2018",1,99100,95000,4100,4.1,,,20180304,3201804,347,No,0
Cambria County,21,4,42,4204000021,PA,2018,3,4,"April, 2018",1,58400,55200,3100,5.4,,,20180304,3201804,348,No,0
Cameron County,23,4,42,4204000023,PA,2018,3,4,"April, 2018",1,2100,2000,100,5.1,,,20180304,3201804,349,No,0
Carbon County,25,4,42,4204000025,PA,2018,3,4,"April, 2018",1,31700,30000,1700,5.4,,,20180304,3201804,350,No,0
Centre County,27,4,42,4204000027,PA,2018,3,4,"April, 2018",1,79200,76500,2700,3.4,,,20180304,3201804,351,No,0
Chester County,29,4,42,4204000029,PA,2018,3,4,"April, 2018",1,280900,271400,9500,3.4,,,20180304,3201804,352,No,0
Clarion County,31,4,42,4204000031,PA,2018,3,4,"April, 2018",1,17500,16600,900,5.1,,,20180304,3201804,353,No,0
Clearfield County,33,4,42,4204000033,PA,2018,3,4,"April, 2018",1,35600,33700,1900,5.3,,,20180304,3201804,354,No,0
Clinton County,35,4,42,4204000035,PA,2018,3,4,"April, 2018",1,18300,17300,1000,5.5,,,20180304,3201804,355,No,0
Columbia County,37,4,42,4204000037,PA,2018,3,4,"April, 2018",1,33400,31800,1600,4.9,,,20180304,3201804,356,No,0
Crawford County,39,4,42,4204000039,PA,2018,3,4,"April, 2018",1,38800,36800,2000,5.2,,,20180304,3201804,357,No,0
Cumberland County,41,4,42,4204000041,PA,2018,3,4,"April, 2018",1,130300,125700,4600,3.5,,,20180304,3201804,358,No,0
Dauphin County,43,4,42,4204000043,PA,2018,3,4,"April, 2018",1,142400,136400,6000,4.2,,,20180304,3201804,359,No,0
Delaware County,45,4,42,4204000045,PA,2018,3,4,"April, 2018",1,295400,283000,12300,4.2,,,20180304,3201804,360,No,0
Elk County,47,4,42,4204000047,PA,2018,3,4,"April, 2018",1,15800,15200,700,4.1,,,20180304,3201804,361,No,0
Erie County,49,4,42,4204000049,PA,2018,3,4,"April, 2018",1,129100,122700,6400,5,,,20180304,3201804,362,No,0
Fayette County,51,4,42,4204000051,PA,2018,3,4,"April, 2018",1,56900,53300,3600,6.3,,,20180304,3201804,363,No,0
Forest County,53,4,42,4204000053,PA,2018,3,4,"April, 2018",1,1800,1700,100,6.9,,,20180304,3201804,364,No,0
Franklin County,55,4,42,4204000055,PA,2018,3,4,"April, 2018",1,76600,73500,3000,4,,,20180304,3201804,365,No,0
Fulton County,57,4,42,4204000057,PA,2018,3,4,"April, 2018",1,7800,7500,300,4.2,,,20180304,3201804,366,No,0
Greene County,59,4,42,4204000059,PA,2018,3,4,"April, 2018",1,16600,15700,900,5.1,,,20180304,3201804,367,No,0
Huntingdon County,61,4,42,4204000061,PA,2018,3,4,"April, 2018",1,19800,18700,1100,5.7,,,20180304,3201804,368,No,0
Indiana County,63,4,42,4204000063,PA,2018,3,4,"April, 2018",1,38800,36700,2100,5.3,,,20180304,3201804,369,No,0
Jefferson County,65,4,42,4204000065,PA,2018,3,4,"April, 2018",1,20500,19400,1000,5,,,20180304,3201804,370,No,0
Juniata County,67,4,42,4204000067,PA,2018,3,4,"April, 2018",1,12400,11900,500,4.2,,,20180304,3201804,371,No,0
Lackawanna County,69,4,42,4204000069,PA,2018,3,4,"April, 2018",1,105900,100800,5100,4.8,,,20180304,3201804,372,No,0
Lancaster County,71,4,42,4204000071,PA,2018,3,4,"April, 2018",1,281000,271000,9900,3.5,,,20180304,3201804,373,No,0
Lawrence County,73,4,42,4204000073,PA,2018,3,4,"April, 2018",1,40800,38500,2300,5.6,,,20180304,3201804,374,No,0
Lebanon County,75,4,42,4204000075,PA,2018,3,4,"April, 2018",1,71000,68200,2800,3.9,,,20180304,3201804,375,No,0
Lehigh County,77,4,42,4204000077,PA,2018,3,4,"April, 2018",1,190500,181200,9300,4.9,,,20180304,3201804,376,No,0
Luzerne County,79,4,42,4204000079,PA,2018,3,4,"April, 2018",1,158600,149800,8800,5.6,,,20180304,3201804,377,No,0
Lycoming County,81,4,42,4204000081,PA,2018,3,4,"April, 2018",1,57500,54600,2900,5,,,20180304,3201804,378,No,0
McKean County,83,4,42,4204000083,PA,2018,3,4,"April, 2018",1,17900,17000,900,5.1,,,20180304,3201804,379,No,0
Mercer County,85,4,42,4204000085,PA,2018,3,4,"April, 2018",1,50200,47700,2500,5,,,20180304,3201804,380,No,0
Mifflin County,87,4,42,4204000087,PA,2018,3,4,"April, 2018",1,20700,19600,1100,5.1,,,20180304,3201804,381,No,0
Monroe County,89,4,42,4204000089,PA,2018,3,4,"April, 2018",1,82200,77500,4600,5.6,,,20180304,3201804,382,No,0
Montgomery County,91,4,42,4204000091,PA,2018,3,4,"April, 2018",1,449200,432700,16500,3.7,,,20180304,3201804,383,No,0
Montour County,93,4,42,4204000093,PA,2018,3,4,"April, 2018",1,9100,8800,300,3.6,,,20180304,3201804,384,No,0
Northampton County,95,4,42,4204000095,PA,2018,3,4,"April, 2018",1,159200,151800,7500,4.7,,,20180304,3201804,385,No,0
Northumberland County,97,4,42,4204000097,PA,2018,3,4,"April, 2018",1,43000,40600,2300,5.4,,,20180304,3201804,386,No,0
Perry County,99,4,42,4204000099,PA,2018,3,4,"April, 2018",1,24200,23200,1000,4,,,20180304,3201804,387,No,0
Philadelphia County,101,4,42,4204000101,PA,2018,3,4,"April, 2018",1,708700,666300,42400,6,,,20180304,3201804,388,No,0
Pike County,103,4,42,4204000103,PA,2018,3,4,"April, 2018",1,25100,23700,1400,5.7,,,20180304,3201804,389,No,0
Potter County,105,4,42,4204000105,PA,2018,3,4,"April, 2018",1,7100,6700,400,5.5,,,20180304,3201804,390,No,0
Schuylkill County,107,4,42,4204000107,PA,2018,3,4,"April, 2018",1,66000,62400,3600,5.5,,,20180304,3201804,391,No,0
Snyder County,109,4,42,4204000109,PA,2018,3,4,"April, 2018",1,20300,19500,900,4.2,,,20180304,3201804,392,No,0
Somerset County,111,4,42,4204000111,PA,2018,3,4,"April, 2018",1,33400,31600,1800,5.5,,,20180304,3201804,393,No,0
Sullivan County,113,4,42,4204000113,PA,2018,3,4,"April, 2018",1,2700,2500,100,5.2,,,20180304,3201804,394,No,0
Susquehanna County,115,4,42,4204000115,PA,2018,3,4,"April, 2018",1,20400,19500,900,4.2,,,20180304,3201804,395,No,0
Tioga County,117,4,42,4204000117,PA,2018,3,4,"April, 2018",1,18700,17700,1000,5.4,,,20180304,3201804,396,No,0
Union County,119,4,42,4204000119,PA,2018,3,4,"April, 2018",1,19400,18700,800,3.9,,,20180304,3201804,397,No,0
Venango County,121,4,42,4204000121,PA,2018,3,4,"April, 2018",1,22400,21300,1200,5.2,,,20180304,3201804,398,No,0
Warren County,123,4,42,4204000123,PA,2018,3,4,"April, 2018",1,18900,18000,900,4.7,,,20180304,3201804,399,No,0
Washington County,125,4,42,4204000125,PA,2018,3,4,"April, 2018",1,106500,101400,5100,4.7,,,20180304,3201804,400,No,0
Wayne County,127,4,42,4204000127,PA,2018,3,4,"April, 2018",1,22400,21300,1100,5,,,20180304,3201804,401,No,0
Westmoreland County,129,4,42,4204000129,PA,2018,3,4,"April, 2018",1,180100,171600,8500,4.7,,,20180304,3201804,402,No,0
Wyoming County,131,4,42,4204000131,PA,2018,3,4,"April, 2018",1,13600,13000,600,4.6,,,20180304,3201804,403,No,0
York County,133,4,42,4204000133,PA,2018,3,4,"April, 2018",1,234100,224500,9500,4.1,,,20180304,3201804,404,No,0
Berks County WDA,1,15,42,4215000001,PA,2018,3,4,"April, 2018",1,212300,203100,9100,4.3,,,20180304,3201804,405,No,0
Bucks County WDA,2,15,42,4215000002,PA,2018,3,4,"April, 2018",1,339400,325900,13500,4,,,20180304,3201804,406,No,0
Central WDA,3,15,42,4215000003,PA,2018,3,4,"April, 2018",1,300700,287300,13500,4.5,,,20180304,3201804,407,No,0
