County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Bucks,122098003,Palisades SD,7312,Palisades MS,212,0,0,0,0.00%
Bucks,122098003,Palisades SD,9999,Palisades SD,5,0,0,0,0.00%
Bucks,122098103,Pennridge SD,4681,Pennridge Central MS,411,0,0,0,0.00%
Bucks,122098103,Pennridge SD,1100,Pennridge HS,"2,338",1,1,2,0.09%
Bucks,122098103,Pennridge SD,7957,Pennridge North MS,411,1,0,1,0.24%
Bucks,122098103,Pennridge SD,9999,Pennridge SD,37,1,0,1,2.70%
Bucks,122098103,Pennridge SD,1099,Pennridge South MS,312,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,7308,Charles H Boehm MS,477,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,4682,Pennsbury HS,"2,940",6,3,9,0.31%
Bucks,122098202,Pennsbury SD,1116,Pennwood MS,530,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,8441,Village Park Academy,7,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,1113,William Penn MS,638,0,0,0,0.00%
Bucks,122098403,Quakertown Community SD,1128,Quakertown Community HS,"1,703",6,3,9,0.53%
Bucks,122098403,Quakertown Community SD,9999,Quakertown Community SD,8,0,0,0,0.00%
Bucks,122098403,Quakertown Community SD,4965,Strayer MS,855,0,0,0,0.00%
Bucks,122093140,School Lane CS,7568,School Lane CS,488,0,1,1,0.20%
Butler,104101252,Butler Area SD,6690,Butler Area IHS,"1,521",0,1,1,0.07%
Butler,104101252,Butler Area SD,9999,Butler Area SD,101,7,8,15,14.85%
Butler,104101252,Butler Area SD,8344,Butler Area SHS,"1,444",24,15,39,2.70%
Butler,104103603,Karns City Area SD,9999,Karns City Area SD,22,1,0,1,4.55%
Butler,104103603,Karns City Area SD,1154,Karns City HS,619,0,1,1,0.16%
Butler,104105003,Mars Area SD,5363,Mars Area MS,536,0,0,0,0.00%
Butler,104105003,Mars Area SD,1159,Mars Area SHS,"1,038",3,2,5,0.48%
Butler,104105353,Moniteau SD,1164,Moniteau JSHS,565,2,2,4,0.71%
Butler,104105353,Moniteau SD,9999,Moniteau SD,15,0,0,0,0.00%
Butler,104107903,Seneca Valley SD,5311,Ryan Gloyer MS,"1,120",0,0,0,0.00%
Butler,104107903,Seneca Valley SD,8318,Seneca Valley HS,"2,343",2,4,6,0.26%
Butler,104107903,Seneca Valley SD,9999,Seneca Valley SD,18,0,1,1,5.56%
Butler,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,637,2,4,6,0.94%
Butler,104107503,Slippery Rock Area SD,6647,Slippery Rock Area MS,308,0,0,0,0.00%
Butler,104107503,Slippery Rock Area SD,9999,Slippery Rock Area SD,2,0,0,0,0.00%
Butler,104107803,South Butler County SD,1177,Knoch HS,772,5,1,6,0.78%
Butler,104107803,South Butler County SD,7460,Knoch MS,353,0,0,0,0.00%
Butler,104107803,South Butler County SD,9999,South Butler County SD,9,0,0,0,0.00%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,325,3,3,6,1.85%
Cambria,108110603,Blacklick Valley SD,9999,Blacklick Valley SD,1,0,0,0,0.00%
Cambria,108111203,Cambria Heights SD,1199,Cambria Heights MS,225,0,0,0,0.00%
Cambria,108111203,Cambria Heights SD,9999,Cambria Heights SD,1,0,0,0,0.00%
Cambria,108111203,Cambria Heights SD,5212,Cambria Heights SHS,439,2,1,3,0.68%
Cambria,108111303,Central Cambria SD,1208,Central Cambria HS,532,0,1,1,0.19%
Cambria,108111303,Central Cambria SD,1202,Central Cambria MS,255,0,0,0,0.00%
Cambria,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,303,1,1,2,0.66%
Cambria,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,262,1,2,3,1.15%
Cambria,108112003,Ferndale Area SD,9999,Ferndale Area SD,3,0,0,0,0.00%
Cambria,108112203,Forest Hills SD,8382,Forest Hills JSHS,827,2,1,3,0.36%
Cambria,108112502,Greater Johnstown SD,1252,Greater Johnstown MS,219,1,3,4,1.83%
